회사명,대표이사,홈페이지,본사주소,재무현황연도
(주)오픈에스지,정영래,http://www.opensg.net,"경기도 화성시 동탄첨단산업1로 51-9, 1201호 (영천동, 엠타워) ",2024
주식회사 화신,유수경,http://,"경기도 고양시 일산동구 호수로430번길 73-8, 1층 1호 (백석동)",2024
주식회사 매트로텍,노정호,http://www.mtone.co.kr,"서울특별시 서초구 사임당로 139, 402호 (서초동, 삼정빌딩)",2024
(주)딜리버리엠,강유경,http://www.dealiverym.com,"경기도 시흥시 마유로 376, 시흥창업센터 서부경기문화창조허브 304호(정왕동)",2024
주식회사 오상엠엔이티,유삼주,http://osico.co.kr,부산광역시 사상구 대동로223번길 51 (학장동),2024
노드정보기술(주),정상권,http://www.nodeit.co.kr,"서울특별시 강남구 학동로9길 33, B1층 (논현동)",2024
(주) 디지탈센스,"박미영, 최주호",www.digitalsense.co.kr,"서울특별시 금천구 벚꽃로 254, 406호 (가산동, 월드메르디앙1차))",2024
(주)워크앤아이티,박인철,http://www.worknit.co.kr,"경기도 군포시 공단로140번길 38, 813호(당정동) ",2024
주식회사 잇츠소프트,한웅,https://itissoft.co.kr/,"서울특별시 강서구 양천로 547, 11층 1108호 (가양동, 마스터벨류)",2024
대성,정혁,http://smarthive.co.kr/,"전북특별자치도 전주시 덕진구 하가4길 5, 2층(덕진동2가) ",2024
주식회사 데이터트리코리아,오윤기,http://,"서울특별시 영등포구 국제금융로8길 34, 제 401호(여의도동, 오륜빌딩) ",2024
(주)성오엔지니어링,홍성은,http://,"인천광역시 남동구 남동대로 721-1(구월동, 302호) ",2024
포빌리언,이두성,http://,"인천광역시 계양구 계산새로 71, D동 1107호(계산동, 하이베라스) ",2024
비비엠씨(주),김성진,http://www.bbmc.co.kr,"서울특별시 성동구 성수일로 111, 5층 515호 선명스퀘어 (성수동1가, 선명스퀘어)",2024
(주)지웍스,박준영,http://,"경상북도 구미시 산동읍 첨단기업1로 17, 2층 203호(이노플라자)",2024
주식회사 알엔웨어,김영규,http://www.rnware.com,"대구광역시 수성구 알파시티1로31길 37, 3층 (대흥동)",2024
고려정보통신공사,김영식,http://,대구광역시 남구 대명로 129-1 (대명동),2024
두신기술,임정구,http://,"제주특별자치도 제주시 임항로 80, 3동 303호(건입동)",2024
라이티브,강혁,http://lightive.co.kr,"부산광역시 수영구 수영로642번길 28, 3층 355호(광안동) ",2024
(주)위팩토리,차혁일,http://www.wefactory.co.kr,"대구광역시 중구 동덕로 38, 3층, 4층 (대봉동, 백운빌딩)",2024
주식회사 큐브베리,이진서,http://cuberry.kr,"경기도 성남시 분당구 성남대로331번길 8, 409호(정자동, 킨스타워)",2024
주식회사 가람아이티,박석찬,http://garamit.co.kr,"서울특별시 금천구 서부샛길 606, 비동 1702호(가산동, 대성디폴리스지식산업센터) ",2024
(주)컴파스비지오,조용민,http://,"서울특별시 구로구 디지털로33길 11, 1207호 (구로동)",2024
시스템씨포(주),유영식,http://www.systemc4.net,"서울특별시 금천구 디지털로 178, 비동 813호(가산동, 현대지식산업센터가산퍼블릭) ",2024
메트로소프트(주),송범호,www.metrosoft.co.kr,"경기도 안양시 동안구 엘에스로91번길 16-39 606호 (호계동,안양아이티밸리)",2024
하우솔루션(주),고인숙,http://www.howsolution.co.kr,"경기도 안양시 동안구 벌말로 66, 5층 AF-512호 (관양동, 평촌역하이필드지식산업센터)",2024
두전네트웍스 주식회사,김병현,http://djn.kr,"서울특별시 용산구 한강대로54길 21, 4층 (한강로1가, 성삼빌딩)",2024
에스지컴,이경수,http://,"경기도 성남시 수정구 산성대로 305, 1303호(신흥동, 삼부르네상스파 크Ⅱ)",2024
따옴컴퍼니,강태은,http://,"인천광역시 미추홀구 경인로252번길 24-3, 402호(도화동) ",2024
주식회사 에이치이아이,"이은석, 박현민",https://www.thinkhei.com/,"부산광역시 부산진구 부전로 71, 9층 (부전동, 정산빌딩) ",2024
엔아이스퀘어,박준도,http://www.nisquare.co.kr,광주광역시 광산구 비아로 72-9 (도천동),2024
주식회사 그리너리,황유식,http://,"서울특별시 영등포구 의사당대로 83, 4,5,6,8,17,19층 (여의도동,오투타워)",2024
(주)제이포콤,조진성,http://jpocom.com,"전북특별자치도 전주시 덕진구 안덕원로 51, 3층,4층 (진북동)",2024
T-WORKS,정보석,http://,전라남도 광양시 다압면 고시내길 39 ,2024
도가테크,백선영,http://www.doga-tech.com,전북특별자치도 익산시 무왕로 1248 (부송동),2024
미디어12,전장호,https://blog.naver.com/media-12,"충청북도 청주시 청원구 직지대로 864, 3층 (우암동, 청주우암 행복주택)",2024
피케이소프트,강대인,https://www.pksoft.co.kr,"광주광역시 서구 상무버들로53번길 20-10, 403호 (유촌동)",2024
(주)노바넥스,김신애,http://,"충청남도 천안시 동남구 백석대학로 1-9, 3층 313호(안서동, 백석대학교(학생복지관)) ",2024
주식회사 엑스알로보틱스,박지훈 외 1명 (이상호) ,http://,"세종특별자치시 한누리대로 312, 6층 619호(나성동, 노블비즈니스타운) ",2024
주식회사 이노젼,김원철,http://,"경기도 수원시 권선구 오목천로152번길 75, 2층 203호 (고색동, 이노플랜트)",2024
(주)제이와이,김태훈,http://,"강원특별자치도 강릉시 모산로224번길 111-9, 2층 202호(유산동) ",2024
하나아이씨티,고주연,http://,"경기도 남양주시 화도읍 마석중앙로 77, (2층)",2024
한울전산,박남순,http://,충청북도 청주시 흥덕구 성봉로 305-1(복대동) ,2024
주식회사 프로텐,박재완,http://www.proten.co.kr,"서울특별시 금천구 가산디지털1로 145, 11층 1104호 (가산동, 에이스하이엔드타워3)",2024
주식회사 우진엔지니어링,정갑진,www.wj2ng.com,"대전광역시 대덕구 덕암북로4번길 57 (덕암동, 1동)",2024
원바이원컨설팅,배해솔,https://obodesign.co.kr/,"경기도 안산시 단원구 신촌4길 39, 204호 (초지동)",2024
나우커뮤니케이션,김선영,http://,"서울특별시 중랑구 중랑천로 77, 520호 (상봉동, 상봉오피스텔)",2024
온시큐리티(주),강형구,http://www.onsecurity.co.kr,"경기도 하남시 미사강변한강로 135(망월동, 다1038호, 다1039호 미사강변스카이폴리스지식산업센터)",2024
(주)케이피큐시스템,김유필,http://,"서울특별시 영등포구 은행로 3, 606호 (여의도동, 익스콘벤처타워)",2024
이니텍(주),이상준,http://,"서울특별시 구로구 디지털로26길 61,11층 (구로동, 에이스하이엔드2차 11층)",2024
주식회사 제이씨정보통신,주기만,http://,"인천광역시 남동구 선수촌공원로 9, 제비동 제1004호(구월동, 구월테크노밸리)",2024
주식회사 대경이엔지,박영주,http://,"충청남도 아산시 신인남길 36-16, 2동 2층 (초사동)",2024
삼성종합시스템,김정희,http://,"충청남도 서천군 서천읍 사곡로 22, 2층2호",2024
(주)유영인포테크,최윤영,http://www.youyoung.net,"서울특별시 영등포구 국제금융로8길 34, 6층 4호호 (여의도동, 오륜빌딩) ",2024
제이알(JR)컴퍼니,이라원,http://,"전북특별자치도 전주시 덕진구 만성북로 21-26, 401호(만성동, 전북콘텐츠기업육성센터) ",2024
주식회사 바름,최정숙,http://,"충청남도 당진시 순성면 남부로 527-3, 303호 ",2024
주식회사 블루텍,류정규,http://www.blutek.co.kr,"대전광역시 유성구 계룡로 114, 12층 1203호(봉명동,대전유성BYC빌딩) ",2024
주식회사 인잇,김현진,http://,"경기도 고양시 덕양구 꽃마을로 64, 1227호 (향동동)",2024
(주)뉴라이즌,이승욱,http://newrizon.kr,"부산광역시 수영구 수영로 693, 12층 1201호 (수영동)",2024
주식회사 광명닷컴,심평섭,http://,"경기도 광명시 오리로876번길 26, 6층 601호 (철산동)",2024
(주)우주주차,양진영,http://www.woojoocha.com,"제주특별자치도 제주시 첨단로 245-13, 1층(영평동)",2024
주식회사 메타존,김태환,http://www.m-zone.biz,"강원특별자치도 춘천시 남산면 버들1길 130, 4층(더존 비아이센터)",2024
(주)이아커뮤니케이션,정주영,www.eeaa.co.kr,"경기도 성남시 분당구 구미로9번길 7, 601-2호 (구미동, 분당팬텀광장)",2024
주식회사 애니톡월드 ,정영,http://www.anytalkw.com,"경기도 고양시 일산서구 중앙로 1426(주엽동, 일송노블레스 804) ",2024
(주)참정보통신,신태식,http://,"경기도 성남시 분당구 성남대로926번길 10, 5층,알524호 (야탑동, 탑빌딩)",2024
주식회사 인공지능연구원,김영환,http://,"경기도 성남시 분당구 판교로289번길 20, 2동 6층 (삼평동, 판교테크노밸리 스타트업 캠퍼스)",2024
주식회사 자란다,김성환,http://,"서울특별시 마포구 양화로1길 48, 3,4,5층 (합정동)(합정동) ",2024
주식회사 에코센싱,정철호,http://,"경기도 용인시 수지구 포은대로59번길 40, 3층 310, 311호 (상현동)",2024
주식회사 아이투프럼,라윤경 외 1명(이동렬),https://www.itofrom.com/,"서울특별시 강남구 도곡로7길 8, 본관 5층 (역삼동, 아라니아 빌딩)",2024
주식회사 여기닷 ,강태원,http://heredotcorp.com,"경기도 성남시 수정구 대왕판교로 815, 777호(시흥동, 판교창조경제밸리) ",2024
주식회사 비씨텍,용종민,http://,"서울특별시 강서구 마곡중앙로 161-17, 909호(마곡동,보타닉파크타워 I) ",2024
주식회사 케이마인,김광기,http://kmain.kr/,"경기도 성남시 수정구 창업로 54, 621, 622호(시흥동, 판교제2테크노밸리기업성장센터) ",2024
주식회사 프롬에이스,강용환,http://,"충청북도 청주시 서원구 사북로 19, 3층 (사직동)",2024
주식회사 빅아이디언,곽상민,http://www.bigidean.com,"서울특별시 금천구 가산디지털2로 169-16, 918,919호 (가산동)",2024
주식회사 제이디케이에이티,정대규,http://jdkat.com/,"서울특별시 송파구 충민로 52, A동 816-820호 (문정동)",2024
주식회사 예닮엔지니어링,김우철,www.ydam.co.kr,"충청남도 공주시 장기로 21-12, 202호 (금흥동)",2024
주식회사 마음정보기술,이성문,http://,"인천광역시 남동구 경인로 549, 4층(간석동)",2024
(주)아이젠테크,이성문,www.i-ze.co.kr,"인천광역시 남동구 경인로 549, 4층(간석동)",2024
주식회사 뉴원시스템즈,최종황,http://www.new1.co.kr,"서울특별시 강남구 역삼로 460-2, 뉴원빌딩 3층 (대치동)",2024
주식회사명진이엔지,박민이,http://,"강원도 원주시 천매봉길 94-8 (단구동,1층)",2024
주식회사 홈체크,이길원,http://homechek.kr,"경기도 용인시 기흥구 기흥로 58, 기흥아이씨티밸리 에스케이 브이1 비동 804,805,806,비325, 비326호(구갈동)",2024
(주)플래티어,이상훈,http://plateer.com,"서울특별시 송파구 법원로9길 26, D동 6층(문정동, 에이치비지니스파크)",2024
지오데이터,김정호,http://,"충청남도 당진시 청룡길 16, 3층 (대덕동, 세영빌딩)",2024
동강주민주식회사,최재훈,http://,"강원도 영월군 영월읍 영모전길 57 , 102(1층) ",2024
한국자산관리산업 주식회사,서영숙,http://,"인천광역시 부평구 광장로 30번길 70 중앙빌라 B10호 (부평동, 중앙아파트)",2024
글로벌넷,박영희,http://,"대전광역시 유성구 테크노2로 199, 520호(용산동, 미건테크노월드)",2024
백제정보기술,박금영,http://,"대전광역시 유성구 죽동로297번길 69, 5층 (죽동)",2024
(주)파워이엔씨,유준우,http://,"인천광역시 남동구 남동대로733번길 25 (구월동, 2층)",2024
(주)컴피아,고석만,http://www.compia.co.kr,"경기도 안양시 동안구 시민대로 171, 17층 1710호 (비산동, 금강벤처텔)",2024
(주) 스트리밍하우스,신동훈,http://thehyuil.co.kr,"서울특별시 성동구 성수이로 118, 907호 (,812호) (성수동2가, 성수아카데미타워)",2024
주식회사 휴로,진천덕,http://,"충청북도 청주시 흥덕구 오송읍 오송생명1로 194-25, 401호",2024
(주)세인씨엔에스,박양규,http://,"경기도 여주시 금사면 이포로 63, 3층",2024
(주)해성아이씨티,지현정,http://,"충청북도 충주시 용정8길 18, 1층(용산동)",2024
(주)씨어스테크놀로지,이영신,http://www.seerstech.com,경기도 평택시 진위면 동부대로 291-13,2024
태웅이엔에스(주),정상군,http://,충청북도 청주시 흥덕구 평동로126번길 6 (평동),2024
코츠테크놀로지(주),조지원,http://www.cotstech.com,"경기도 성남시 분당구 판교로 744, 시동 702호(야탑동, 분당테크노파크) ",2024
(주)미래종합전기통신,신태호,http://,충청남도 서산시 덕지천로 366 (오남동),2024
디비에이전트,김동현,http://,"세종특별자치시 금남면 안금로 351-26, 1층",2024
하나시스템,이우,http://,충청북도 청주시 서원구 남이면 가좌신송로 9-53,2024
주식회사 지엔,조영민,https://zi-en.io/,"서울특별시 금천구 가산디지털1로 146, 1003호 (가산동)",2024
주식회사 나두모두,문영호,http://nadoomodoo.com,"서울특별시 강남구 테헤란로 501, 브이플렉스 501호 (삼성동)",2024
주식회사 디바이스넷,장치영,http://,"경기도 안양시 동안구 벌말로 126, 2214 (관양동)",2024
(합)피엠메니지먼트,송연숙,http://,"서울특별시 강동구 천호대로 1139, 11층 알 1190호 (길동, 강동그린타워)",2024
(주)코드시인,김춘호,http://,"경기도 광명시 범안로996번길 6, 1403호 (하안동, 티아모아이티타워)",2024
주식회사 테서,"이수현, 안재성",http://www.tesser.io,"서울특별시 강남구 언주로 544, 4층 (역삼동, 삼본빌딩)",2024
주식회사 휴먼웨어즈,여형구,http://www.humanwares.com,"서울특별시 금천구 가산디지털1로 233, 8층 801호 (가산동, 에이스하이엔드타워9차)",2024
유한회사 천세,전상배,http://,전북특별자치도 임실군 관촌면 사선로 54,2024
세현정보,안동수,http://,"대전광역시 서구 대덕대로 408, 5층 41호 (만년동)",2024
주식회사 모람플랫폼,홍순길,http://moram.co.kr,"광주광역시 동구 충장로 39, 2층(충장로5가)",2024
